cell_id	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23	PC24	PC25	PC26	PC27	PC28	PC29	PC30	PC31	PC32	PC33	PC34	PC35	PC36	PC37	PC38	PC39	PC40	PC41	PC42	PC43	PC44	PC45	PC46	PC47	PC48	PC49	PC50
Lib90_00000	-5.133078575134277	-10.205183982849121	21.752573013305664	-7.908364772796631	-0.29213401675224304	-1.4606823921203613	-0.5211396813392639	-2.2814877033233643	1.8238329887390137	-3.3390564918518066	-2.400810480117798	1.382150650024414	3.0368103981018066	0.8525276184082031	-0.5230078101158142	-0.48548442125320435	-5.884072780609131	1.751442790031433	5.290592670440674	-3.2665162086486816	-1.0167986154556274	3.0542490482330322	-1.6881701946258545	0.6016249060630798	1.071367621421814	0.44541895389556885	-2.488210678100586	0.8696826696395874	4.0386643409729	0.34137359261512756	-2.3027279376983643	-3.1277015209198	0.6832746863365173	-1.1941145658493042	-1.2599904537200928	-1.6390750408172607	0.6185264587402344	1.4148377180099487	-1.679716944694519	0.7715281844139099	0.4208694398403168	-2.7757251262664795	0.6843497157096863	0.7762545943260193	0.9608913660049438	0.4851105809211731	0.6365123391151428	1.5862559080123901	-1.9126836061477661	-2.5736021995544434
Lib90_00001	-4.388990879058838	-4.880831718444824	19.193557739257812	-10.879364013671875	2.959434986114502	-2.6412994861602783	-2.5879626274108887	-6.677657604217529	-1.5090972185134888	-2.843812942504883	-2.234860897064209	0.004667492583394051	-0.6992356181144714	0.7790896892547607	0.7087339758872986	-3.0058646202087402	-1.0320720672607422	-0.6083855628967285	2.7372589111328125	-0.0083156768232584	-0.004604123067110777	2.557546854019165	-0.5164119601249695	1.2037404775619507	1.7971211671829224	1.3036174774169922	1.5098648071289062	1.890405535697937	-0.36109834909439087	0.28497445583343506	-0.5964764356613159	-3.075141429901123	1.6806044578552246	0.15877960622310638	-1.174716830253601	-0.9165980219841003	-0.775831401348114	0.0978723019361496	-1.5263012647628784	0.07306580990552902	-0.6333075761795044	-0.7313028573989868	0.5708089470863342	0.19338855147361755	0.6585227847099304	0.4080067574977875	0.014005735516548157	-0.35037627816200256	0.42338111996650696	-0.17306609451770782
Lib90_00002	26.352596282958984	-7.768625736236572	-1.2047028541564941	-11.591413497924805	12.127317428588867	5.769898891448975	0.38624101877212524	-4.865808486938477	-0.42602503299713135	-0.5904690623283386	-1.511017084121704	1.598628282546997	0.9141342043876648	4.107028961181641	0.45522257685661316	0.013845669105648994	-0.2977076768875122	-1.0486936569213867	-2.05096697807312	-3.3213298320770264	-0.0673290342092514	0.1426137536764145	2.9318456649780273	1.2318522930145264	-0.17132283747196198	0.7085064649581909	0.4176168143749237	0.23142145574092865	0.604680061340332	1.5916296243667603	0.0938473716378212	-1.5865192413330078	-0.1653650403022766	0.3195120692253113	-0.5689663290977478	-1.0541508197784424	-3.298888683319092	-1.4988882541656494	1.0339401960372925	-1.5781512260437012	-1.50141441822052	-0.5026515126228333	0.12939055263996124	-0.5304772853851318	1.038973093032837	1.0524240732192993	-1.0594518184661865	-0.07839484512805939	-0.6844063997268677	-0.8745512366294861
Lib90_00003	-5.970032215118408	-8.499030113220215	21.359455108642578	-7.022593021392822	-3.8399834632873535	-4.092822551727295	-0.9350103735923767	-1.5648452043533325	1.1620320081710815	-3.9373884201049805	-1.3147598505020142	-0.8508771657943726	0.7210243940353394	-0.8623298406600952	0.2863163948059082	1.3087685108184814	0.15341967344284058	1.0728310346603394	-2.7336390018463135	-1.3560397624969482	1.201062560081482	-1.514050006866455	0.49373745918273926	-0.5682364106178284	0.33010134100914	0.9018742442131042	0.49989932775497437	-0.7960187792778015	0.47298792004585266	1.2715283632278442	-0.6865124702453613	-0.4293777048587799	0.13368596136569977	0.3707619309425354	-0.43305492401123047	-0.22065290808677673	-0.43775466084480286	0.23519624769687653	0.1398933082818985	-1.7904945611953735	-1.6289781332015991	0.8655996322631836	1.0317203998565674	-0.3384649455547333	-1.8167277574539185	-1.2876756191253662	-1.035731554031372	0.32328832149505615	-1.0132771730422974	0.49431174993515015
Lib90_00004	-3.919236660003662	-7.932783126831055	21.615158081054688	-10.067228317260742	0.9559852480888367	-0.04728201776742935	-1.7909635305404663	0.5184619426727295	0.5105597376823425	0.6509676575660706	-0.9917806386947632	-0.9610341787338257	-0.20314650237560272	1.2532947063446045	0.2248557209968567	0.4625943899154663	-2.4110751152038574	1.238810658454895	-0.05793629214167595	0.13039490580558777	-0.1809348464012146	0.7372792363166809	-1.645583987236023	-0.43342792987823486	2.0673062801361084	0.3265053629875183	0.4932043254375458	-0.8925939202308655	1.4483118057250977	0.14313119649887085	0.46067458391189575	0.6220033764839172	0.1236581802368164	-0.18066543340682983	0.7534403204917908	-0.7739632725715637	0.7038506269454956	0.9419220685958862	-1.1290559768676758	-0.5749810934066772	-0.44934558868408203	0.5588228106498718	0.03085128776729107	-0.6038679480552673	1.0681164264678955	-1.2261561155319214	-0.40532976388931274	0.07042893022298813	-1.1017506122589111	0.9242573380470276
Lib90_00005	-1.8327546119689941	-9.176664352416992	17.431669235229492	-3.9308063983917236	-0.694028377532959	-0.8045305609703064	-6.727235317230225	-2.064756155014038	1.6219148635864258	-0.6462116837501526	-3.0280046463012695	0.2812771201133728	7.306164741516113	3.019582986831665	0.8983625769615173	0.4483203589916229	-8.213109970092773	3.811450719833374	4.034454345703125	-4.494955539703369	-0.5684629678726196	5.472326755523682	-3.9546592235565186	1.290070652961731	0.33371028304100037	0.6876803040504456	-1.8269681930541992	0.9457536339759827	6.196324825286865	0.1478150486946106	-4.601097106933594	-0.83390873670578	-5.128782272338867	-1.5456961393356323	2.081089496612549	-1.1243141889572144	-0.416679322719574	2.147087812423706	-2.42903995513916	0.7546010613441467	1.3271492719650269	1.0600601434707642	-1.5829799175262451	1.8048393726348877	1.6706255674362183	0.21671850979328156	2.4103212356567383	0.45608189702033997	-1.9856425523757935	-0.47893792390823364
Lib90_00006	-3.6784212589263916	-9.411356925964355	16.790674209594727	12.713497161865234	10.97824764251709	7.118846893310547	6.772309303283691	6.955907821655273	1.5178536176681519	5.603726387023926	-7.8385162353515625	4.96342134475708	3.655073881149292	3.7998745441436768	-2.526211977005005	3.425067663192749	-0.337538480758667	9.912850379943848	2.544431209564209	-2.423433303833008	5.060127258300781	0.046725716441869736	-0.5704330205917358	-4.21422815322876	0.559380054473877	-2.3739144802093506	-4.654553413391113	-1.5458239316940308	-0.6933011412620544	-1.2375619411468506	-0.409707248210907	3.746007204055786	3.7654483318328857	2.6361312866210938	-0.6042803525924683	-3.7326464653015137	2.4476511478424072	2.4675309658050537	2.7801620960235596	2.9574270248413086	-0.7657726407051086	-0.17498454451560974	0.009306215681135654	1.751115083694458	-0.14395736157894135	5.109874725341797	1.8903239965438843	0.7012882828712463	-2.1911189556121826	1.7952945232391357
Lib90_00007	-2.2634787559509277	-8.278948783874512	17.801921844482422	13.583171844482422	13.353163719177246	4.594310283660889	9.774930953979492	9.199315071105957	2.1169815063476562	2.1744227409362793	-5.51239013671875	3.47001314163208	-0.9961289763450623	3.2548749446868896	-1.1379772424697876	1.9579342603683472	-2.5363106727600098	0.2075948268175125	-0.5422916412353516	-0.12171708047389984	0.3348953425884247	-1.7188137769699097	0.10417511314153671	-2.6041040420532227	-0.6017477512359619	0.8903210163116455	-4.050325393676758	-2.13616943359375	2.808929681777954	0.5375365614891052	3.589672803878784	-2.587625503540039	3.906446695327759	0.965270459651947	0.7738264799118042	-3.028120517730713	2.3835697174072266	2.8398845195770264	0.46913522481918335	0.15042974054813385	2.261972188949585	0.46841686964035034	0.25092074275016785	2.2577381134033203	-0.21412043273448944	1.9824968576431274	0.7965268492698669	0.42548123002052307	-1.2728302478790283	-0.2949583828449249
Lib90_00008	-4.277200698852539	-8.434842109680176	22.9581241607666	-12.250310897827148	-0.09573301672935486	-1.0117456912994385	0.8037879467010498	2.634777545928955	3.9413223266601562	-1.4681334495544434	1.9673433303833008	3.0974223613739014	2.586897134780884	0.12438766658306122	-0.8460837006568909	3.2628514766693115	-2.9561939239501953	4.726597785949707	-2.3859713077545166	-1.018941044807434	-2.3097949028015137	1.487035870552063	0.4995579421520233	1.1497232913970947	1.9922293424606323	0.33318522572517395	-0.3932493031024933	-2.3517839908599854	4.250920295715332	0.3048652410507202	-0.927905261516571	0.49439018964767456	-1.0223910808563232	-0.6100695133209229	1.573075532913208	-0.8699793219566345	0.3917643129825592	1.9615312814712524	1.0095845460891724	-0.1554384082555771	-0.3284021317958832	0.2534058690071106	0.2373197227716446	0.17290008068084717	-0.10777698457241058	-0.5565840005874634	-0.13191646337509155	-0.15720434486865997	-1.6759828329086304	-0.6488573551177979
Lib90_00009	0.8002616167068481	-9.258630752563477	11.981475830078125	2.36004638671875	-9.961091041564941	-8.25347900390625	-2.716911792755127	-1.7754480838775635	-0.7002907395362854	-6.526194095611572	-2.1405277252197266	-3.147634983062744	0.35863354802131653	2.411118268966675	-1.0656657218933105	-0.43661946058273315	0.26533809304237366	1.8493515253067017	-1.298932433128357	1.4420664310455322	3.3071236610412598	-0.017818517982959747	0.9945655465126038	-0.6644433736801147	-1.5257065296173096	0.6961888670921326	-0.4013257920742035	-1.460423469543457	2.088200092315674	-0.5231523513793945	-1.815735936164856	-0.11240769922733307	-1.2037112712860107	0.30267590284347534	3.0284299850463867	0.2790982127189636	-1.5442184209823608	-1.2264271974563599	-0.17874060571193695	-2.2579896450042725	-0.7004690170288086	1.281748652458191	0.21671298146247864	0.5193229913711548	-0.7523583173751831	-0.5471093058586121	0.7487604022026062	-0.5541908740997314	-1.439467430114746	-0.6824870109558105
